,age,time_since_last_disturbance,last_disturbance_type,identifier,timestep,area,Species
5979,21,1,2,21,143,3.637978807091713e-12,CF
5980,23,1,2,22,143,7.275957614183426e-12,CF
5981,22,3,2,23,143,7.275957614183426e-12,CF
5982,23,1,2,24,143,1.4551915228366852e-11,CF
5983,22,3,2,25,143,3.637978807091713e-12,CF
5984,23,1,2,26,143,1.8189894035458565e-11,CF
5985,21,1,2,27,143,3.637978807091713e-12,CF
5986,23,1,2,28,143,4.552358490173006e-12,CF
5987,22,3,2,29,143,305.99999999997453,CF
5988,23,1,2,30,143,305.999999999989,CF
5989,23,1,2,31,143,3.2741809263825417e-11,CF
5990,22,3,2,32,143,305.9999999999818,CF
5991,23,1,2,33,143,4.409361764601273e-12,CF
5992,23,1,2,34,143,305.9999999999927,CF
5993,23,1,2,35,143,3.974820472762943e-12,CF
5994,22,3,2,36,143,305.9999999999891,CF
5995,22,3,2,37,143,3.637978807091713e-12,CF
5996,22,3,2,38,143,305.9999999999953,CF
5997,23,1,2,39,143,3.635092227227601e-12,CF
5998,22,3,2,40,143,3.637978807091713e-12,CF
5999,23,1,2,41,143,305.9999999999966,CF
6000,23,1,2,42,143,7.270184454455116e-12,CF
6001,22,3,2,43,143,305.9999999999893,CF
6002,23,1,2,44,143,305.9999999999709,CF
6003,23,1,2,45,143,305.99999999997453,CF
6004,22,3,2,46,143,305.9999999999827,CF
6005,23,1,2,47,143,306.0000000000002,CF
6006,23,1,2,48,143,4.722222612940658e-12,CF
6007,23,1,2,49,143,3.2274183325852877e-12,CF
6008,22,3,2,50,143,3.637978807091713e-12,CF
6009,23,1,2,51,143,3.6350922272276443e-12,CF
6010,22,3,2,52,143,305.99999999996845,CF
6011,22,3,2,53,143,305.99999999998624,CF
6012,23,1,2,54,143,305.9999999999782,CF
6013,22,3,2,55,143,305.9999999999817,CF
6014,21,1,2,56,143,305.999999999993,CF
6015,23,1,2,57,143,3.637978807091713e-12,CF
6016,22,3,2,58,143,305.99999999991167,CF
6017,23,1,2,59,143,305.9999999999345,CF
6018,22,3,2,60,143,305.9999999999673,CF
6019,23,1,2,61,143,1.8990808925422526e-11,CF
6020,22,3,2,62,143,1.1245004927218105e-11,CF
6021,23,2,2,63,143,1.4551915228366852e-11,CF
6022,23,2,2,64,143,3.637978807091712e-12,CF
6023,22,3,2,65,143,306.00000000000034,CF
6024,22,3,2,66,143,1.4166667838821399e-11,CF
6025,23,1,2,67,143,3.6350922272274282e-12,CF
6026,22,2,2,68,143,3.637978807091712e-12,CF
6027,23,2,2,69,143,305.9999999999782,CF
6028,174,174,1,1,144,6752.6,MF
6029,194,194,1,2,144,26295.0,BL
6030,23,1,2,3,144,18328.000000000127,CF
6031,24,2,2,4,144,19246.000000000004,CF
6032,23,4,2,5,144,2.9103830456733704e-11,CF
6033,24,2,2,6,144,3.637978807091713e-12,CF
6034,23,4,2,7,144,3.637978807091713e-12,CF
6035,24,2,2,8,144,3.637978807091713e-12,CF
6036,23,3,2,9,144,3.637978807091713e-12,CF
6037,24,2,2,10,144,3.637978807091713e-12,CF
6038,23,4,2,11,144,1.0913936421275137e-11,CF
6039,24,3,2,12,144,3.637978807091713e-12,CF
6040,23,4,2,13,144,7.275957614183426e-12,CF
6041,24,2,2,14,144,3.637978807091713e-12,CF
6042,23,4,2,15,144,3.637978807091713e-12,CF
6043,24,2,2,16,144,1.0913936421275139e-11,CF
6044,23,4,2,17,144,1.4551915228366852e-11,CF
6045,24,2,2,18,144,3.637978807091713e-12,CF
6046,23,4,2,19,144,1.4551915228366852e-11,CF
6047,23,4,2,20,144,3.637978807091713e-12,CF
6048,22,2,2,21,144,3.637978807091713e-12,CF
6049,24,2,2,22,144,7.275957614183426e-12,CF
6050,23,4,2,23,144,7.275957614183426e-12,CF
6051,24,2,2,24,144,1.4551915228366852e-11,CF
6052,23,1,2,25,144,3.637978807091713e-12,CF
6053,24,2,2,26,144,1.8189894035458565e-11,CF
6054,22,2,2,27,144,3.637978807091713e-12,CF
6055,24,2,2,28,144,4.552358490173006e-12,CF
6056,23,1,2,29,144,305.99999999997453,CF
6057,24,2,2,30,144,305.999999999989,CF
6058,24,2,2,31,144,3.2741809263825417e-11,CF
6059,23,1,2,32,144,305.9999999999818,CF
6060,24,2,2,33,144,4.409361764601273e-12,CF
6061,24,2,2,34,144,305.9999999999927,CF
6062,24,2,2,35,144,3.974820472762943e-12,CF
6063,23,1,2,36,144,9.822542779147625e-11,CF
6064,23,1,2,37,144,3.637978807091713e-12,CF
6065,23,1,2,38,144,305.9999999999953,CF
6066,24,2,2,39,144,3.635092227227601e-12,CF
6067,23,1,2,40,144,3.637978807091713e-12,CF
6068,24,2,2,41,144,305.9999999999966,CF
6069,24,2,2,42,144,7.270184454455116e-12,CF
6070,23,1,2,43,144,305.9999999999893,CF
6071,24,2,2,44,144,305.9999999999709,CF
6072,24,2,2,45,144,305.99999999997453,CF
6073,23,1,2,46,144,305.9999999999827,CF
6074,24,2,2,47,144,306.0000000000002,CF
6075,24,2,2,48,144,4.722222612940658e-12,CF
6076,24,2,2,49,144,3.2274183325852877e-12,CF
6077,23,1,2,50,144,3.637978807091713e-12,CF
6078,24,2,2,51,144,3.6350922272276443e-12,CF
6079,23,1,2,52,144,305.99999999996845,CF
6080,23,1,2,53,144,305.99999999998624,CF
6081,24,2,2,54,144,305.9999999999782,CF
6082,23,1,2,55,144,305.9999999999817,CF
6083,22,2,2,56,144,305.999999999993,CF
6084,24,2,2,57,144,3.637978807091713e-12,CF
6085,23,1,2,58,144,305.99999999991167,CF
6086,24,2,2,59,144,305.9999999999345,CF
6087,23,1,2,60,144,305.9999999999673,CF
6088,24,2,2,61,144,1.8990808925422526e-11,CF
6089,23,1,2,62,144,1.1245004927218105e-11,CF
6090,24,1,2,63,144,1.4551915228366852e-11,CF
6091,24,1,2,64,144,3.637978807091712e-12,CF
6092,23,1,2,65,144,306.00000000000034,CF
6093,23,1,2,66,144,1.4166667838821399e-11,CF
6094,24,2,2,67,144,3.6350922272274282e-12,CF
6095,23,3,2,68,144,3.637978807091712e-12,CF
6096,24,1,2,69,144,305.9999999999782,CF
6097,23,4,2,70,144,305.99999999989086,CF
6098,175,175,1,1,145,6752.6,MF
6099,195,195,1,2,145,26295.0,BL
6100,24,2,2,3,145,18328.000000000127,CF
6101,25,1,2,4,145,19246.000000000004,CF
6102,24,1,2,5,145,2.9103830456733704e-11,CF
6103,25,1,2,6,145,3.637978807091713e-12,CF
6104,24,1,2,7,145,3.637978807091713e-12,CF
6105,25,1,2,8,145,3.637978807091713e-12,CF
6106,24,1,2,9,145,3.637978807091713e-12,CF
6107,25,1,2,10,145,3.637978807091713e-12,CF
6108,24,1,2,11,145,1.0913936421275137e-11,CF
6109,25,1,2,12,145,3.637978807091713e-12,CF
6110,24,1,2,13,145,7.275957614183426e-12,CF
6111,25,1,2,14,145,3.637978807091713e-12,CF
6112,24,1,2,15,145,3.637978807091713e-12,CF
6113,25,1,2,16,145,1.0913936421275139e-11,CF
6114,24,1,2,17,145,1.4551915228366852e-11,CF
6115,25,1,2,18,145,3.637978807091713e-12,CF
6116,24,1,2,19,145,1.4551915228366852e-11,CF
6117,24,1,2,20,145,3.637978807091713e-12,CF
6118,23,3,2,21,145,3.637978807091713e-12,CF
6119,25,1,2,22,145,7.275957614183426e-12,CF
6120,24,1,2,23,145,7.275957614183426e-12,CF
6121,25,1,2,24,145,1.4551915228366852e-11,CF
6122,24,2,2,25,145,3.637978807091713e-12,CF
6123,25,1,2,26,145,1.8189894035458565e-11,CF
6124,23,3,2,27,145,3.637978807091713e-12,CF
6125,25,1,2,28,145,4.552358490173006e-12,CF
6126,24,2,2,29,145,305.99999999997453,CF
6127,25,1,2,30,145,305.999999999989,CF
6128,25,1,2,31,145,3.2741809263825417e-11,CF
6129,24,2,2,32,145,305.9999999999818,CF
6130,25,1,2,33,145,4.409361764601273e-12,CF
6131,25,1,2,34,145,305.9999999999927,CF
6132,25,1,2,35,145,3.974820472762943e-12,CF
6133,24,2,2,36,145,9.822542779147625e-11,CF
6134,24,2,2,37,145,3.637978807091713e-12,CF
6135,24,2,2,38,145,305.9999999999953,CF
6136,25,1,2,39,145,3.635092227227601e-12,CF
6137,24,2,2,40,145,3.637978807091713e-12,CF
6138,25,1,2,41,145,305.9999999999966,CF
6139,25,1,2,42,145,7.270184454455116e-12,CF
6140,24,2,2,43,145,305.9999999999893,CF
6141,25,1,2,44,145,305.9999999999709,CF
6142,25,1,2,45,145,305.99999999997453,CF
6143,24,2,2,46,145,305.9999999999827,CF
6144,25,1,2,47,145,306.0000000000002,CF
6145,25,1,2,48,145,4.722222612940658e-12,CF
6146,25,1,2,49,145,3.2274183325852877e-12,CF
6147,24,2,2,50,145,3.637978807091713e-12,CF
6148,25,1,2,51,145,3.6350922272276443e-12,CF
6149,24,2,2,52,145,305.99999999996845,CF
6150,24,2,2,53,145,305.99999999998624,CF
6151,25,1,2,54,145,305.9999999999782,CF
6152,24,2,2,55,145,305.9999999999817,CF
6153,23,3,2,56,145,305.999999999993,CF
6154,25,1,2,57,145,3.637978807091713e-12,CF
6155,24,2,2,58,145,305.99999999991167,CF
6156,25,1,2,59,145,305.9999999999345,CF
6157,24,2,2,60,145,305.9999999999673,CF
6158,25,1,2,61,145,1.8990808925422526e-11,CF
6159,24,2,2,62,145,1.1245004927218105e-11,CF
6160,25,2,2,63,145,1.4551915228366852e-11,CF
6161,25,2,2,64,145,3.637978807091712e-12,CF
6162,24,2,2,65,145,306.00000000000034,CF
6163,24,2,2,66,145,1.4166667838821399e-11,CF
6164,25,1,2,67,145,3.6350922272274282e-12,CF
6165,24,1,2,68,145,3.637978807091712e-12,CF
6166,25,1,2,69,145,3.637978807091713e-12,CF
6167,24,1,2,70,145,305.99999999989086,CF
6168,25,2,2,71,145,305.99999999997453,CF
6169,176,176,1,1,146,6752.6,MF
6170,196,196,1,2,146,26295.0,BL
6171,25,1,2,3,146,18328.000000000127,CF
6172,26,2,2,4,146,19246.000000000004,CF
6173,25,2,2,5,146,2.9103830456733704e-11,CF
6174,26,2,2,6,146,3.637978807091713e-12,CF
6175,25,2,2,7,146,3.637978807091713e-12,CF
6176,26,2,2,8,146,3.637978807091713e-12,CF
6177,25,2,2,9,146,3.637978807091713e-12,CF
6178,26,2,2,10,146,3.637978807091713e-12,CF
6179,25,2,2,11,146,1.0913936421275137e-11,CF
6180,26,1,2,12,146,3.637978807091713e-12,CF
6181,25,2,2,13,146,7.275957614183426e-12,CF
6182,26,2,2,14,146,3.637978807091713e-12,CF
6183,25,2,2,15,146,3.637978807091713e-12,CF
6184,26,2,2,16,146,1.0913936421275139e-11,CF
6185,25,2,2,17,146,1.4551915228366852e-11,CF
6186,26,2,2,18,146,3.637978807091713e-12,CF
6187,25,2,2,19,146,1.4551915228366852e-11,CF
